"Notes","Month","Month Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate
,"Apr., 2014","2014/04","85-89 years","85-89",31581,Not Applicable,Not Applicable
,"Apr., 2014","2014/04","90-94 years","90-94",25003,Not Applicable,Not Applicable
,"Apr., 2014","2014/04","95-99 years","95-99",9782,Not Applicable,Not Applicable
,"Apr., 2014","2014/04","100+ years","100+",2185,Not Applicable,Not Applicable
,"Apr., 2014","2014/04","Not Stated","NS",13,Not Applicable,Not Applicable
,"May, 2014","2014/05","< 1 year","1",2037,Not Applicable,Not Applicable
,"May, 2014","2014/05","1-4 years","1-4",338,Not Applicable,Not Applicable
,"May, 2014","2014/05","5-9 years","5-9",189,Not Applicable,Not Applicable
,"May, 2014","2014/05","10-14 years","10-14",234,Not Applicable,Not Applicable
,"May, 2014","2014/05","15-19 years","15-19",768,Not Applicable,Not Applicable
,"May, 2014","2014/05","20-24 years","20-24",1592,Not Applicable,Not Applicable
,"May, 2014","2014/05","25-29 years","25-29",1866,Not Applicable,Not Applicable
,"May, 2014","2014/05","30-34 years","30-34",2102,Not Applicable,Not Applicable
,"May, 2014","2014/05","35-39 years","35-39",2391,Not Applicable,Not Applicable
,"May, 2014","2014/05","40-44 years","40-44",3488,Not Applicable,Not Applicable
,"May, 2014","2014/05","45-49 years","45-49",5311,Not Applicable,Not Applicable
,"May, 2014","2014/05","50-54 years","50-54",8999,Not Applicable,Not Applicable
,"May, 2014","2014/05","55-59 years","55-59",12951,Not Applicable,Not Applicable
,"May, 2014","2014/05","60-64 years ","60-64",15669,Not Applicable,Not Applicable
,"May, 2014","2014/05","65-69 years","65-69",18411,Not Applicable,Not Applicable
,"May, 2014","2014/05","70-74 years","70-74",20641,Not Applicable,Not Applicable
,"May, 2014","2014/05","75-79 years","75-79",23502,Not Applicable,Not Applicable
,"May, 2014","2014/05","80-84 years","80-84",28125,Not Applicable,Not Applicable
,"May, 2014","2014/05","85-89 years","85-89",31640,Not Applicable,Not Applicable
,"May, 2014","2014/05","90-94 years","90-94",24854,Not Applicable,Not Applicable
,"May, 2014","2014/05","95-99 years","95-99",9664,Not Applicable,Not Applicable
,"May, 2014","2014/05","100+ years","100+",2081,Not Applicable,Not Applicable
,"May, 2014","2014/05","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","< 1 year","1",1915,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","1-4 years","1-4",335,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","5-9 years","5-9",212,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","10-14 years","10-14",261,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","15-19 years","15-19",849,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","20-24 years","20-24",1584,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","25-29 years","25-29",1797,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","30-34 years","30-34",2067,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","35-39 years","35-39",2386,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","40-44 years","40-44",3326,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","45-49 years","45-49",5203,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","50-54 years","50-54",8894,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","55-59 years","55-59",12365,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","60-64 years ","60-64",15087,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","65-69 years","65-69",17577,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","70-74 years","70-74",19241,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","75-79 years","75-79",21909,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","80-84 years","80-84",26568,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","85-89 years","85-89",29245,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","90-94 years","90-94",22954,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","95-99 years","95-99",8962,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","100+ years","100+",1937,Not Applicable,Not Applicable
,"Jun., 2014","2014/06","Not Stated","NS",13,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","< 1 year","1",1974,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","1-4 years","1-4",316,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","5-9 years","5-9",219,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","10-14 years","10-14",267,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","15-19 years","15-19",843,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","20-24 years","20-24",1670,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","25-29 years","25-29",1840,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","30-34 years","30-34",2066,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","35-39 years","35-39",2364,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","40-44 years","40-44",3408,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","45-49 years","45-49",5476,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","50-54 years","50-54",9013,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","55-59 years","55-59",12818,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","60-64 years ","60-64",15472,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","65-69 years","65-69",17937,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","70-74 years","70-74",20036,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","75-79 years","75-79",22394,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","80-84 years","80-84",27069,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","85-89 years","85-89",29807,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","90-94 years","90-94",23229,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","95-99 years","95-99",9112,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","100+ years","100+",2030,Not Applicable,Not Applicable
,"Jul., 2014","2014/07","Not Stated","NS",13,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","< 1 year","1",1946,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","1-4 years","1-4",336,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","5-9 years","5-9",217,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","10-14 years","10-14",265,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","15-19 years","15-19",895,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","20-24 years","20-24",1627,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","25-29 years","25-29",1873,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","30-34 years","30-34",2191,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","35-39 years","35-39",2494,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","40-44 years","40-44",3447,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","45-49 years","45-49",5299,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","50-54 years","50-54",9098,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","55-59 years","55-59",12653,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","60-64 years ","60-64",15305,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","65-69 years","65-69",17713,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","70-74 years","70-74",20065,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","75-79 years","75-79",21916,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","80-84 years","80-84",26659,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","85-89 years","85-89",29640,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","90-94 years","90-94",23386,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","95-99 years","95-99",9038,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","100+ years","100+",1935,Not Applicable,Not Applicable
,"Aug., 2014","2014/08","Not Stated","NS",15,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","< 1 year","1",1901,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","1-4 years","1-4",276,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","5-9 years","5-9",172,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","10-14 years","10-14",200,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","15-19 years","15-19",773,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","20-24 years","20-24",1567,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","25-29 years","25-29",1885,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","30-34 years","30-34",2127,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","35-39 years","35-39",2431,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","40-44 years","40-44",3302,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","45-49 years","45-49",5190,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","50-54 years","50-54",8768,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","55-59 years","55-59",12290,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","60-64 years ","60-64",15007,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","65-69 years","65-69",17528,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","70-74 years","70-74",19579,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","75-79 years","75-79",21961,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","80-84 years","80-84",26491,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","85-89 years","85-89",29072,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","90-94 years","90-94",23589,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","95-99 years","95-99",9132,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","100+ years","100+",2017,Not Applicable,Not Applicable
,"Sep., 2014","2014/09","Not Stated","NS",16,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","< 1 year","1",2000,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","1-4 years","1-4",311,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","5-9 years","5-9",181,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","10-14 years","10-14",232,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","15-19 years","15-19",825,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","20-24 years","20-24",1710,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","25-29 years","25-29",1842,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","30-34 years","30-34",2143,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","35-39 years","35-39",2444,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","40-44 years","40-44",3436,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","45-49 years","45-49",5375,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","50-54 years","50-54",9160,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","55-59 years","55-59",12949,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","60-64 years ","60-64",16212,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","65-69 years","65-69",18779,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","70-74 years","70-74",20563,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","75-79 years","75-79",23330,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","80-84 years","80-84",28463,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","85-89 years","85-89",31285,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","90-94 years","90-94",24924,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","95-99 years","95-99",9851,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","100+ years","100+",2114,Not Applicable,Not Applicable
,"Oct., 2014","2014/10","Not Stated","NS",18,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","< 1 year","1",1886,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","1-4 years","1-4",290,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","5-9 years","5-9",188,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","10-14 years","10-14",221,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","15-19 years","15-19",879,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","20-24 years","20-24",1670,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","25-29 years","25-29",1887,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","30-34 years","30-34",2178,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","35-39 years","35-39",2545,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","40-44 years","40-44",3444,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","45-49 years","45-49",5243,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","50-54 years","50-54",9141,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","55-59 years","55-59",13005,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","60-64 years ","60-64",15978,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","65-69 years","65-69",18750,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","70-74 years","70-74",20978,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","75-79 years","75-79",23840,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","80-84 years","80-84",28673,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","85-89 years","85-89",32306,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","90-94 years","90-94",25684,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","95-99 years","95-99",10194,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","100+ years","100+",2325,Not Applicable,Not Applicable
,"Nov., 2014","2014/11","Not Stated","NS",12,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","< 1 year","1",1918,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","1-4 years","1-4",314,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","5-9 years","5-9",199,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","10-14 years","10-14",266,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","15-19 years","15-19",811,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","20-24 years","20-24",1693,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","25-29 years","25-29",1939,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","30-34 years","30-34",2248,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","35-39 years","35-39",2584,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","40-44 years","40-44",3589,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","45-49 years","45-49",5466,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","50-54 years","50-54",9564,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","55-59 years","55-59",13871,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","60-64 years ","60-64",17337,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","65-69 years","65-69",20316,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","70-74 years","70-74",22887,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","75-79 years","75-79",26258,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","80-84 years","80-84",32187,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","85-89 years","85-89",36271,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","90-94 years","90-94",29254,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","95-99 years","95-99",11707,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","100+ years","100+",2700,Not Applicable,Not Applicable
,"Dec., 2014","2014/12","Not Stated","NS",11,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","< 1 year","1",2018,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","1-4 years","1-4",315,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","5-9 years","5-9",206,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","10-14 years","10-14",254,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","15-19 years","15-19",865,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","20-24 years","20-24",1672,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","25-29 years","25-29",1900,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","30-34 years","30-34",2273,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","35-39 years","35-39",2610,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","40-44 years","40-44",3635,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","45-49 years","45-49",5862,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","50-54 years","50-54",10121,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","55-59 years","55-59",14577,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","60-64 years ","60-64",18178,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","65-69 years","65-69",21654,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","70-74 years","70-74",24332,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","75-79 years","75-79",28284,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","80-84 years","80-84",35318,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","85-89 years","85-89",40677,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","90-94 years","90-94",33595,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","95-99 years","95-99",13889,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","100+ years","100+",3106,Not Applicable,Not Applicable
,"Jan., 2015","2015/01","Not Stated","NS",14,Not Applicable,Not Applicable
,"Feb., 2015","2015/02","< 1 year","1",1855,Not Applicable,Not Applicable
,"Feb., 2015","2015/02","1-4 years","1-4",327,Not Applicable,Not Applicable
,"Feb., 2015","2015/02","5-9 years","5-9",207,Not Applicable,Not Applicable
,"Feb., 2015","2015/02","10-14 years","10-14",237,Not Applicable,Not Applicable
,"Feb., 2015","2015/02","15-19 years","15-19",697,Not Applicable,Not Applicable
,"Feb., 2015","2015/02","20-24 years","20-24",1376,Not Applicable,Not Applicable
,"Feb., 2015","2015/02","25-29 years","25-29",1717,Not Applicable,Not Applicable
