year,age_group,jurisdiction,population
2022,0-64,Berlin,57208
2022,0-64,Brandenburg,33999
2022,0-64,Bremen,8931
2022,0-64,Hamburg,27335
2022,0-64,Hessen,81352
2022,0-64,Mecklenburg-Vorpommern,21360
2022,0-64,Niedersachsen,95508
2022,0-64,Nordrhein-Westfalen,222940
2022,0-64,Rheinland-Pfalz,50485
2022,0-64,Saarland,11708
2022,0-64,Sachsen,54214
2022,0-64,Sachsen-Anhalt,26948
2022,0-64,Schleswig-Holstein,35171
2022,0-64,Thüringen,27794
2022,0-64,Baden-Württemberg,142881
2022,0-64,Bayern,172931
2022,0-64,Berlin,55724
2022,0-64,Brandenburg,33546
2022,0-64,Bremen,8516
2022,0-64,Hamburg,27453
2022,0-64,Hessen,81053
2022,0-64,Mecklenburg-Vorpommern,20672
2022,0-64,Niedersachsen,95603
2022,0-64,Nordrhein-Westfalen,220493
2022,0-64,Rheinland-Pfalz,50866
2022,0-64,Saarland,11546
2022,0-64,Sachsen,52678
2022,0-64,Sachsen-Anhalt,26648
2022,0-64,Schleswig-Holstein,34981
2022,0-64,Thüringen,26982
2022,0-64,Baden-Württemberg,143789
2022,0-64,Bayern,171730
2022,0-64,Berlin,54132
2022,0-64,Brandenburg,34782
2022,0-64,Bremen,8407
2022,0-64,Hamburg,27201
2022,0-64,Hessen,81839
2022,0-64,Mecklenburg-Vorpommern,21063
2022,0-64,Niedersachsen,96192
2022,0-64,Nordrhein-Westfalen,221803
2022,0-64,Rheinland-Pfalz,49785
2022,0-64,Saarland,11613
2022,0-64,Sachsen,53882
2022,0-64,Sachsen-Anhalt,27180
2022,0-64,Schleswig-Holstein,35577
2022,0-64,Thüringen,27655
2022,0-64,Baden-Württemberg,135389
2022,0-64,Bayern,164442
2022,0-64,Berlin,50368
2022,0-64,Brandenburg,33259
2022,0-64,Bremen,7957
2022,0-64,Hamburg,25491
2022,0-64,Hessen,78539
2022,0-64,Mecklenburg-Vorpommern,20582
2022,0-64,Niedersachsen,91898
2022,0-64,Nordrhein-Westfalen,209984
2022,0-64,Rheinland-Pfalz,47838
2022,0-64,Saarland,11064
2022,0-64,Sachsen,51647
2022,0-64,Sachsen-Anhalt,25932
2022,0-64,Schleswig-Holstein,33783
2022,0-64,Thüringen,26462
2022,0-64,Baden-Württemberg,132090
2022,0-64,Bayern,161978
2022,0-64,Berlin,48156
2022,0-64,Brandenburg,33125
2022,0-64,Bremen,7954
2022,0-64,Hamburg,25009
2022,0-64,Hessen,77667
2022,0-64,Mecklenburg-Vorpommern,20258
2022,0-64,Niedersachsen,91480
2022,0-64,Nordrhein-Westfalen,207219
2022,0-64,Rheinland-Pfalz,47242
2022,0-64,Saarland,10618
2022,0-64,Sachsen,51674
2022,0-64,Sachsen-Anhalt,25772
2022,0-64,Schleswig-Holstein,33816
2022,0-64,Thüringen,25525
2022,0-64,Baden-Württemberg,131094
2022,0-64,Bayern,160846
2022,0-64,Berlin,46788
2022,0-64,Brandenburg,31929
2022,0-64,Bremen,7746
2022,0-64,Hamburg,24417
2022,0-64,Hessen,76549
2022,0-64,Mecklenburg-Vorpommern,19676
2022,0-64,Niedersachsen,90789
2022,0-64,Nordrhein-Westfalen,207540
2022,0-64,Rheinland-Pfalz,46794
2022,0-64,Saarland,10814
2022,0-64,Sachsen,50338
2022,0-64,Sachsen-Anhalt,24816
2022,0-64,Schleswig-Holstein,33574
2022,0-64,Thüringen,25168
2022,0-64,Baden-Württemberg,131701
2022,0-64,Bayern,159256
2022,0-64,Berlin,44731
2022,0-64,Brandenburg,29088
2022,0-64,Bremen,7808
2022,0-64,Hamburg,24258
2022,0-64,Hessen,76616
2022,0-64,Mecklenburg-Vorpommern,17241
2022,0-64,Niedersachsen,91092
2022,0-64,Nordrhein-Westfalen,208271
2022,0-64,Rheinland-Pfalz,46102
2022,0-64,Saarland,10334
2022,0-64,Sachsen,44898
2022,0-64,Sachsen-Anhalt,22215
2022,0-64,Schleswig-Holstein,33805
2022,0-64,Thüringen,22544
2022,0-64,Baden-Württemberg,129409
2022,0-64,Bayern,156316
2022,0-64,Berlin,42699
2022,0-64,Brandenburg,27530
2022,0-64,Bremen,7718
2022,0-64,Hamburg,23126
2022,0-64,Hessen,74598
2022,0-64,Mecklenburg-Vorpommern,16311
2022,0-64,Niedersachsen,88964
2022,0-64,Nordrhein-Westfalen,203011
2022,0-64,Rheinland-Pfalz,45264
2022,0-64,Saarland,10167
2022,0-64,Sachsen,42788
2022,0-64,Sachsen-Anhalt,21209
2022,0-64,Schleswig-Holstein,33022
2022,0-64,Thüringen,21672
2022,0-64,Baden-Württemberg,132155
2022,0-64,Bayern,158650
2022,0-64,Berlin,41542
2022,0-64,Brandenburg,26868
2022,0-64,Bremen,7522
2022,0-64,Hamburg,23052
2022,0-64,Hessen,75838
2022,0-64,Mecklenburg-Vorpommern,15997
2022,0-64,Niedersachsen,91543
2022,0-64,Nordrhein-Westfalen,205713
2022,0-64,Rheinland-Pfalz,45642
2022,0-64,Saarland,10318
2022,0-64,Sachsen,42256
2022,0-64,Sachsen-Anhalt,21765
2022,0-64,Schleswig-Holstein,33028
2022,0-64,Thüringen,22345
2022,0-64,Baden-Württemberg,131389
2022,0-64,Bayern,157950
2022,0-64,Berlin,40325
2022,0-64,Brandenburg,27318
2022,0-64,Bremen,7689
2022,0-64,Hamburg,22592
2022,0-64,Hessen,76033
2022,0-64,Mecklenburg-Vorpommern,16404
2022,0-64,Niedersachsen,93134
2022,0-64,Nordrhein-Westfalen,207861
2022,0-64,Rheinland-Pfalz,46536
2022,0-64,Saarland,10370
2022,0-64,Sachsen,42633
2022,0-64,Sachsen-Anhalt,22626
2022,0-64,Schleswig-Holstein,34003
2022,0-64,Thüringen,23085
2022,0-64,Baden-Württemberg,141456
2022,0-64,Bayern,169580
2022,0-64,Berlin,41886
2022,0-64,Brandenburg,30233
2022,0-64,Bremen,8116
2022,0-64,Hamburg,23375
2022,0-64,Hessen,81026
2022,0-64,Mecklenburg-Vorpommern,17954
2022,0-64,Niedersachsen,101579
2022,0-64,Nordrhein-Westfalen,223908
2022,0-64,Rheinland-Pfalz,50518
2022,0-64,Saarland,11486
2022,0-64,Sachsen,46553
2022,0-64,Sachsen-Anhalt,25916
2022,0-64,Schleswig-Holstein,36947
2022,0-64,Thüringen,25925
2022,0-64,Baden-Württemberg,151556
2022,0-64,Bayern,182742
2022,0-64,Berlin,46007
2022,0-64,Brandenburg,35248
2022,0-64,Bremen,8609
2022,0-64,Hamburg,24747
2022,0-64,Hessen,87199
2022,0-64,Mecklenburg-Vorpommern,20612
2022,0-64,Niedersachsen,111373
2022,0-64,Nordrhein-Westfalen,244496
2022,0-64,Rheinland-Pfalz,55222
2022,0-64,Saarland,12658
2022,0-64,Sachsen,54174
2022,0-64,Sachsen-Anhalt,30628
2022,0-64,Schleswig-Holstein,41362
2022,0-64,Thüringen,29077
2022,0-64,Baden-Württemberg,157278
2022,0-64,Bayern,189147
2022,0-64,Berlin,46522
2022,0-64,Brandenburg,35735
2022,0-64,Bremen,8993
2022,0-64,Hamburg,25291
2022,0-64,Hessen,90867
2022,0-64,Mecklenburg-Vorpommern,21147
2022,0-64,Niedersachsen,116502
2022,0-64,Nordrhein-Westfalen,254610
2022,0-64,Rheinland-Pfalz,57880
2022,0-64,Saarland,13085
2022,0-64,Sachsen,54035
2022,0-64,Sachsen-Anhalt,30913
2022,0-64,Schleswig-Holstein,43059
2022,0-64,Thüringen,29690
2022,0-64,Baden-Württemberg,168187
2022,0-64,Bayern,203900
2022,0-64,Berlin,48384
2022,0-64,Brandenburg,37224
2022,0-64,Bremen,9569
2022,0-64,Hamburg,26285
2022,0-64,Hessen,97028
2022,0-64,Mecklenburg-Vorpommern,21871
2022,0-64,Niedersachsen,126185
2022,0-64,Nordrhein-Westfalen,278346
2022,0-64,Rheinland-Pfalz,62461
2022,0-64,Saarland,14573
2022,0-64,Sachsen,54395
2022,0-64,Sachsen-Anhalt,31837
2022,0-64,Schleswig-Holstein,47672
2022,0-64,Thüringen,29960
2022,0-64,Baden-Württemberg,175221
2022,0-64,Bayern,211855
2022,0-64,Berlin,50689
2022,0-64,Brandenburg,39342
2022,0-64,Bremen,10103
2022,0-64,Hamburg,28142
2022,0-64,Hessen,101328
2022,0-64,Mecklenburg-Vorpommern,23400
2022,0-64,Niedersachsen,132295
2022,0-64,Nordrhein-Westfalen,290802
2022,0-64,Rheinland-Pfalz,65877
2022,0-64,Saarland,15578
2022,0-64,Sachsen,55169
2022,0-64,Sachsen-Anhalt,32718
2022,0-64,Schleswig-Holstein,50538
2022,0-64,Thüringen,30396
2022,0-64,Baden-Württemberg,178343
2022,0-64,Bayern,216401
2022,0-64,Berlin,50725
2022,0-64,Brandenburg,41402
2022,0-64,Bremen,10177
2022,0-64,Hamburg,28131
2022,0-64,Hessen,102787
2022,0-64,Mecklenburg-Vorpommern,24411
2022,0-64,Niedersachsen,135980
2022,0-64,Nordrhein-Westfalen,296562
2022,0-64,Rheinland-Pfalz,67610
2022,0-64,Saarland,16082
2022,0-64,Sachsen,56929
2022,0-64,Sachsen-Anhalt,34067
2022,0-64,Schleswig-Holstein,52268
2022,0-64,Thüringen,31443
2022,0-64,Baden-Württemberg,181569
2022,0-64,Bayern,217393
2022,0-64,Berlin,52730
2022,0-64,Brandenburg,44183
2022,0-64,Bremen,10399
2022,0-64,Hamburg,28298
2022,0-64,Hessen,104414
2022,0-64,Mecklenburg-Vorpommern,26370
2022,0-64,Niedersachsen,138069
2022,0-64,Nordrhein-Westfalen,302777
2022,0-64,Rheinland-Pfalz,70055
2022,0-64,Saarland,16744
2022,0-64,Sachsen,60108
2022,0-64,Sachsen-Anhalt,35391
2022,0-64,Schleswig-Holstein,52425
2022,0-64,Thüringen,33594
2022,0-64,Baden-Württemberg,180071
2022,0-64,Bayern,214901
2022,0-64,Berlin,54142
2022,0-64,Brandenburg,45988
2022,0-64,Bremen,10436
2022,0-64,Hamburg,27246
2022,0-64,Hessen,104198
2022,0-64,Mecklenburg-Vorpommern,27783
2022,0-64,Niedersachsen,136157
2022,0-64,Nordrhein-Westfalen,300457
2022,0-64,Rheinland-Pfalz,69967
2022,0-64,Saarland,17066
2022,0-64,Sachsen,62437
2022,0-64,Sachsen-Anhalt,37017
2022,0-64,Schleswig-Holstein,51505
2022,0-64,Thüringen,34567
2022,0-64,Baden-Württemberg,182276
2022,0-64,Bayern,217490
2022,0-64,Berlin,54853
2022,0-64,Brandenburg,47643
2022,0-64,Bremen,10301
2022,0-64,Hamburg,27514
2022,0-64,Hessen,104571
2022,0-64,Mecklenburg-Vorpommern,29186
2022,0-64,Niedersachsen,136938
2022,0-64,Nordrhein-Westfalen,303381
2022,0-64,Rheinland-Pfalz,71336
2022,0-64,Saarland,17459
2022,0-64,Sachsen,64791
2022,0-64,Sachsen-Anhalt,38440
2022,0-64,Schleswig-Holstein,51837
2022,0-64,Thüringen,36398
2022,0-64,Baden-Württemberg,179110
2022,0-64,Bayern,213605
2022,0-64,Berlin,54266
2022,0-64,Brandenburg,48985
2022,0-64,Bremen,10001
2022,0-64,Hamburg,26231
2022,0-64,Hessen,102219
2022,0-64,Mecklenburg-Vorpommern,30266
2022,0-64,Niedersachsen,134372
2022,0-64,Nordrhein-Westfalen,296531
2022,0-64,Rheinland-Pfalz,70957
2022,0-64,Saarland,17534
2022,0-64,Sachsen,65519
2022,0-64,Sachsen-Anhalt,39669
2022,0-64,Schleswig-Holstein,50284
2022,0-64,Thüringen,37128
2022,0-64,Baden-Württemberg,172768
2022,0-64,Bayern,206186
2022,0-64,Berlin,51431
2022,0-64,Brandenburg,48436
2022,0-64,Bremen,9810
2022,0-64,Hamburg,24273
2022,0-64,Hessen,97709
2022,0-64,Mecklenburg-Vorpommern,30138
2022,0-64,Niedersachsen,129429
2022,0-64,Nordrhein-Westfalen,283152
2022,0-64,Rheinland-Pfalz,69012
2022,0-64,Saarland,17289
2022,0-64,Sachsen,64155
2022,0-64,Sachsen-Anhalt,39149
2022,0-64,Schleswig-Holstein,47670
2022,0-64,Thüringen,36642
2022,0-64,Baden-Württemberg,168535
2022,0-64,Bayern,201895
2022,0-64,Berlin,48590
2022,0-64,Brandenburg,47558
2022,0-64,Bremen,9299
2022,0-64,Hamburg,23138
2022,0-64,Hessen,94601
2022,0-64,Mecklenburg-Vorpommern,30359
2022,0-64,Niedersachsen,127491
2022,0-64,Nordrhein-Westfalen,276407
2022,0-64,Rheinland-Pfalz,68389
2022,0-64,Saarland,17437
2022,0-64,Sachsen,63957
2022,0-64,Sachsen-Anhalt,38875
2022,0-64,Schleswig-Holstein,46346
2022,0-64,Thüringen,37647
2022,0-64,Baden-Württemberg,162957
2022,0-64,Bayern,192827
2022,0-64,Berlin,46252
2022,0-64,Brandenburg,45506
2022,0-64,Bremen,8975
2022,0-64,Hamburg,22297
2022,0-64,Hessen,91046
2022,0-64,Mecklenburg-Vorpommern,29492
2022,0-64,Niedersachsen,121356
2022,0-64,Nordrhein-Westfalen,269022
2022,0-64,Rheinland-Pfalz,65745
2022,0-64,Saarland,16791
2022,0-64,Sachsen,61207
2022,0-64,Sachsen-Anhalt,37571
2022,0-64,Schleswig-Holstein,44063
2022,0-64,Thüringen,35668
2022,0-64,Baden-Württemberg,155300
2022,0-64,Bayern,185457
2022,0-64,Berlin,44146
2022,0-64,Brandenburg,44070
2022,0-64,Bremen,8776
2022,0-64,Hamburg,21091
2022,0-64,Hessen,87681
2022,0-64,Mecklenburg-Vorpommern,28760
2022,0-64,Niedersachsen,117294
2022,0-64,Nordrhein-Westfalen,260257
2022,0-64,Rheinland-Pfalz,63246
2022,0-64,Saarland,16913
2022,0-64,Sachsen,60564
2022,0-64,Sachsen-Anhalt,36604
2022,0-64,Schleswig-Holstein,42564
2022,0-64,Thüringen,35567
2022,0-64,Baden-Württemberg,146886
2022,0-64,Bayern,175237
2022,0-64,Berlin,39982
2022,0-64,Brandenburg,40414
2022,0-64,Bremen,8369
2022,0-64,Hamburg,19986
2022,0-64,Hessen,82530
2022,0-64,Mecklenburg-Vorpommern,27090
2022,0-64,Niedersachsen,109969
2022,0-64,Nordrhein-Westfalen,245261
2022,0-64,Rheinland-Pfalz,59592
2022,0-64,Saarland,16104
2022,0-64,Sachsen,55784
2022,0-64,Sachsen-Anhalt,34237
2022,0-64,Schleswig-Holstein,39924
2022,0-64,Thüringen,32932
2022,0-64,Baden-Württemberg,141427
2022,0-64,Bayern,168580
2022,0-64,Berlin,38115
2022,0-64,Brandenburg,39140
2022,0-64,Bremen,8293
2022,0-64,Hamburg,18902
2022,0-64,Hessen,79916
2022,0-64,Mecklenburg-Vorpommern,26314
2022,0-64,Niedersachsen,107456
2022,0-64,Nordrhein-Westfalen,237823
2022,0-64,Rheinland-Pfalz,58568
2022,0-64,Saarland,15429
2022,0-64,Sachsen,55259
2022,0-64,Sachsen-Anhalt,33598
2022,0-64,Schleswig-Holstein,38634
2022,0-64,Thüringen,32704
2022,65-74,Baden-Württemberg,136778
2022,65-74,Bayern,161048
2022,65-74,Berlin,37188
2022,65-74,Brandenburg,38573
2022,65-74,Bremen,7776
2022,65-74,Hamburg,17865
2022,65-74,Hessen,76546
2022,65-74,Mecklenburg-Vorpommern,26232
2022,65-74,Niedersachsen,102544
2022,65-74,Nordrhein-Westfalen,227456
2022,65-74,Rheinland-Pfalz,56070
2022,65-74,Saarland,14746
2022,65-74,Sachsen,55861
2022,65-74,Sachsen-Anhalt,33739
2022,65-74,Schleswig-Holstein,36288
2022,65-74,Thüringen,33099
2022,65-74,Baden-Württemberg,128653
2022,65-74,Bayern,151010
2022,65-74,Berlin,36442
2022,65-74,Brandenburg,38423
2022,65-74,Bremen,7535
2022,65-74,Hamburg,16738
2022,65-74,Hessen,72614
2022,65-74,Mecklenburg-Vorpommern,26422
2022,65-74,Niedersachsen,98186
2022,65-74,Nordrhein-Westfalen,216546
2022,65-74,Rheinland-Pfalz,53617
2022,65-74,Saarland,13919
2022,65-74,Sachsen,57500
2022,65-74,Sachsen-Anhalt,34495
2022,65-74,Schleswig-Holstein,35186
2022,65-74,Thüringen,33107
2022,65-74,Baden-Württemberg,123354
2022,65-74,Bayern,146197
2022,65-74,Berlin,35662
2022,65-74,Brandenburg,37487
2022,65-74,Bremen,7276
2022,65-74,Hamburg,16197
2022,65-74,Hessen,70698
2022,65-74,Mecklenburg-Vorpommern,26068
2022,65-74,Niedersachsen,95316
2022,65-74,Nordrhein-Westfalen,210454
2022,65-74,Rheinland-Pfalz,52167
2022,65-74,Saarland,13948
2022,65-74,Sachsen,56659
2022,65-74,Sachsen-Anhalt,33395
2022,65-74,Schleswig-Holstein,34704
2022,65-74,Thüringen,32366
2022,65-74,Baden-Württemberg,117872
2022,65-74,Bayern,139482
2022,65-74,Berlin,34700
2022,65-74,Brandenburg,36607
2022,65-74,Bremen,6966
2022,65-74,Hamburg,15340
2022,65-74,Hessen,66679
2022,65-74,Mecklenburg-Vorpommern,25375
2022,65-74,Niedersachsen,91512
2022,65-74,Nordrhein-Westfalen,198712
2022,65-74,Rheinland-Pfalz,50456
2022,65-74,Saarland,13521
2022,65-74,Sachsen,56520
2022,65-74,Sachsen-Anhalt,33305
2022,65-74,Schleswig-Holstein,32919
2022,65-74,Thüringen,31950
2022,65-74,Baden-Württemberg,116731
2022,65-74,Bayern,139344
2022,65-74,Berlin,34028
2022,65-74,Brandenburg,35449
2022,65-74,Bremen,6885
2022,65-74,Hamburg,15472
2022,65-74,Hessen,66935
2022,65-74,Mecklenburg-Vorpommern,24336
2022,65-74,Niedersachsen,91416
2022,65-74,Nordrhein-Westfalen,194753
2022,65-74,Rheinland-Pfalz,49674
2022,65-74,Saarland,13118
2022,65-74,Sachsen,56977
2022,65-74,Sachsen-Anhalt,32667
2022,65-74,Schleswig-Holstein,32617
2022,65-74,Thüringen,31462
2022,65-74,Baden-Württemberg,112231
2022,65-74,Bayern,133406
2022,65-74,Berlin,34327
2022,65-74,Brandenburg,34136
2022,65-74,Bremen,6875
2022,65-74,Hamburg,15090
2022,65-74,Hessen,65186
2022,65-74,Mecklenburg-Vorpommern,23296
2022,65-74,Niedersachsen,89438
2022,65-74,Nordrhein-Westfalen,186372
2022,65-74,Rheinland-Pfalz,48104
2022,65-74,Saarland,12481
2022,65-74,Sachsen,57736
2022,65-74,Sachsen-Anhalt,31076
2022,65-74,Schleswig-Holstein,32277
2022,65-74,Thüringen,31015
2022,65-74,Baden-Württemberg,111836
2022,65-74,Bayern,133796
2022,65-74,Berlin,35385
2022,65-74,Brandenburg,31771
2022,65-74,Bremen,6796
2022,65-74,Hamburg,15396
2022,65-74,Hessen,66259
2022,65-74,Mecklenburg-Vorpommern,21411
2022,65-74,Niedersachsen,88367
2022,65-74,Nordrhein-Westfalen,184581
2022,65-74,Rheinland-Pfalz,48120
2022,65-74,Saarland,12578
2022,65-74,Sachsen,54953
2022,65-74,Sachsen-Anhalt,30190
2022,65-74,Schleswig-Holstein,32351
2022,65-74,Thüringen,29207
2022,65-74,Baden-Württemberg,108800
2022,65-74,Bayern,129364
2022,65-74,Berlin,32770
2022,65-74,Brandenburg,26768
2022,65-74,Bremen,6780
2022,65-74,Hamburg,15296
2022,65-74,Hessen,65233
2022,65-74,Mecklenburg-Vorpommern,18277
2022,65-74,Niedersachsen,86441
2022,65-74,Nordrhein-Westfalen,182206
2022,65-74,Rheinland-Pfalz,45956
2022,65-74,Saarland,12702
2022,65-74,Sachsen,47542
2022,65-74,Sachsen-Anhalt,26515
2022,65-74,Schleswig-Holstein,31857
2022,65-74,Thüringen,25658
2022,65-74,Baden-Württemberg,99133
2022,65-74,Bayern,121637
2022,65-74,Berlin,29703
2022,65-74,Brandenburg,22830
2022,65-74,Bremen,6237
2022,65-74,Hamburg,14748
2022,65-74,Hessen,60510
2022,65-74,Mecklenburg-Vorpommern,15556
2022,65-74,Niedersachsen,79214
2022,65-74,Nordrhein-Westfalen,164313
2022,65-74,Rheinland-Pfalz,39065
2022,65-74,Saarland,10733
2022,65-74,Sachsen,37861
2022,65-74,Sachsen-Anhalt,22101
2022,65-74,Schleswig-Holstein,30654
2022,65-74,Thüringen,21839
2022,65-74,Baden-Württemberg,91169
2022,65-74,Bayern,117658
2022,65-74,Berlin,27645
2022,65-74,Brandenburg,21424
2022,65-74,Bremen,5937
2022,65-74,Hamburg,13918
2022,65-74,Hessen,56076
2022,65-74,Mecklenburg-Vorpommern,14258
2022,65-74,Niedersachsen,71073
2022,65-74,Nordrhein-Westfalen,149346
2022,65-74,Rheinland-Pfalz,34276
2022,65-74,Saarland,8670
2022,65-74,Sachsen,37353
2022,65-74,Sachsen-Anhalt,21389
2022,65-74,Schleswig-Holstein,28155
2022,65-74,Thüringen,20603
2022,75-84,Baden-Württemberg,78301
2022,75-84,Bayern,101696
2022,75-84,Berlin,21158
2022,75-84,Brandenburg,14268
2022,75-84,Bremen,5691
2022,75-84,Hamburg,12677
2022,75-84,Hessen,47110
2022,75-84,Mecklenburg-Vorpommern,9360
2022,75-84,Niedersachsen,65263
2022,75-84,Nordrhein-Westfalen,134599
2022,75-84,Rheinland-Pfalz,29996
2022,75-84,Saarland,6903
2022,75-84,Sachsen,27603
2022,75-84,Sachsen-Anhalt,16948
2022,75-84,Schleswig-Holstein,25975
2022,75-84,Thüringen,16659
2022,75-84,Baden-Württemberg,66233
2022,75-84,Bayern,81092
2022,75-84,Berlin,23452
2022,75-84,Brandenburg,16673
2022,75-84,Bremen,4459
2022,75-84,Hamburg,11196
2022,75-84,Hessen,38481
2022,75-84,Mecklenburg-Vorpommern,9847
2022,75-84,Niedersachsen,50679
2022,75-84,Nordrhein-Westfalen,111352
2022,75-84,Rheinland-Pfalz,24822
2022,75-84,Saarland,6229
2022,75-84,Sachsen,32036
2022,75-84,Sachsen-Anhalt,16986
2022,75-84,Schleswig-Holstein,21052
2022,75-84,Thüringen,15464
2022,75-84,Baden-Württemberg,84890
2022,75-84,Bayern,103269
2022,75-84,Berlin,30339
2022,75-84,Brandenburg,24470
2022,75-84,Bremen,5399
2022,75-84,Hamburg,13912
2022,75-84,Hessen,50629
2022,75-84,Mecklenburg-Vorpommern,14544
2022,75-84,Niedersachsen,66587
2022,75-84,Nordrhein-Westfalen,141847
2022,75-84,Rheinland-Pfalz,31948
2022,75-84,Saarland,8291
2022,75-84,Sachsen,45946
2022,75-84,Sachsen-Anhalt,23319
2022,75-84,Schleswig-Holstein,27400
2022,75-84,Thüringen,22106
2022,75-84,Baden-Württemberg,84371
2022,75-84,Bayern,101416
2022,75-84,Berlin,31757
2022,75-84,Brandenburg,25819
2022,75-84,Bremen,5571
2022,75-84,Hamburg,13848
2022,75-84,Hessen,49226
2022,75-84,Mecklenburg-Vorpommern,15480
2022,75-84,Niedersachsen,67419
2022,75-84,Nordrhein-Westfalen,139479
2022,75-84,Rheinland-Pfalz,31226
2022,75-84,Saarland,7911
2022,75-84,Sachsen,44633
2022,75-84,Sachsen-Anhalt,23577
2022,75-84,Schleswig-Holstein,27800
2022,75-84,Thüringen,21668
2022,75-84,Baden-Württemberg,81641
2022,75-84,Bayern,96286
2022,75-84,Berlin,29287
2022,75-84,Brandenburg,24467
2022,75-84,Bremen,5456
2022,75-84,Hamburg,13095
2022,75-84,Hessen,45792
2022,75-84,Mecklenburg-Vorpommern,14563
2022,75-84,Niedersachsen,63947
2022,75-84,Nordrhein-Westfalen,132254
2022,75-84,Rheinland-Pfalz,29703
2022,75-84,Saarland,7613
2022,75-84,Sachsen,40478
2022,75-84,Sachsen-Anhalt,22751
2022,75-84,Schleswig-Holstein,26085
2022,75-84,Thüringen,19847
2022,75-84,Baden-Württemberg,95737
2022,75-84,Bayern,114053
2022,75-84,Berlin,32849
2022,75-84,Brandenburg,29349
2022,75-84,Bremen,5963
2022,75-84,Hamburg,14605
2022,75-84,Hessen,53624
2022,75-84,Mecklenburg-Vorpommern,17993
2022,75-84,Niedersachsen,75414
2022,75-84,Nordrhein-Westfalen,153739
2022,75-84,Rheinland-Pfalz,35933
2022,75-84,Saarland,9560
2022,75-84,Sachsen,48524
2022,75-84,Sachsen-Anhalt,26749
2022,75-84,Schleswig-Holstein,30630
2022,75-84,Thüringen,24543
2022,75-84,Baden-Württemberg,96939
2022,75-84,Bayern,116859
2022,75-84,Berlin,30106
2022,75-84,Brandenburg,28351
2022,75-84,Bremen,5979
2022,75-84,Hamburg,14607
2022,75-84,Hessen,55356
2022,75-84,Mecklenburg-Vorpommern,17396
2022,75-84,Niedersachsen,75750
2022,75-84,Nordrhein-Westfalen,159618
2022,75-84,Rheinland-Pfalz,37594
2022,75-84,Saarland,9520
2022,75-84,Sachsen,48023
2022,75-84,Sachsen-Anhalt,26261
2022,75-84,Schleswig-Holstein,29842
2022,75-84,Thüringen,25443
2022,75-84,Baden-Württemberg,92085
2022,75-84,Bayern,110980
2022,75-84,Berlin,27191
2022,75-84,Brandenburg,26423
2022,75-84,Bremen,5672
2022,75-84,Hamburg,13350
2022,75-84,Hessen,51851
2022,75-84,Mecklenburg-Vorpommern,16881
2022,75-84,Niedersachsen,71320
2022,75-84,Nordrhein-Westfalen,151116
2022,75-84,Rheinland-Pfalz,35338
2022,75-84,Saarland,9378
2022,75-84,Sachsen,44962
2022,75-84,Sachsen-Anhalt,24295
2022,75-84,Schleswig-Holstein,28345
2022,75-84,Thüringen,23573
2022,75-84,Baden-Württemberg,81783
2022,75-84,Bayern,95282
2022,75-84,Berlin,24207
2022,75-84,Brandenburg,22974
2022,75-84,Bremen,5196
2022,75-84,Hamburg,12047
2022,75-84,Hessen,45136
2022,75-84,Mecklenburg-Vorpommern,14863
2022,75-84,Niedersachsen,64612
2022,75-84,Nordrhein-Westfalen,135348
2022,75-84,Rheinland-Pfalz,31298
2022,75-84,Saarland,8129
2022,75-84,Sachsen,38585
2022,75-84,Sachsen-Anhalt,20508
2022,75-84,Schleswig-Holstein,25216
2022,75-84,Thüringen,19385
2022,75-84,Baden-Württemberg,71550
2022,75-84,Bayern,81727
2022,75-84,Berlin,21414
2022,75-84,Brandenburg,19961
2022,75-84,Bremen,4445
2022,75-84,Hamburg,10642
2022,75-84,Hessen,39443
2022,75-84,Mecklenburg-Vorpommern,12627
2022,75-84,Niedersachsen,55628
2022,75-84,Nordrhein-Westfalen,120003
2022,75-84,Rheinland-Pfalz,27525
2022,75-84,Saarland,7741
2022,75-84,Sachsen,33168
